crsp_fundno,caldt,dnav,dret
029218,20090616,91.7186000,0.001867
029218,20090617,91.3739000,-0.003758
029218,20090618,92.3550000,0.010737
029218,20090619,91.8384000,-0.005594
029218,20090622,90.2639000,-0.017144
029218,20090623,90.4102000,0.001621
029218,20090624,91.6615000,0.013840
029218,20090625,92.0288000,0.004007
029218,20090626,92.0288000,0.000000
029218,20090629,91.8529000,-0.001911
029218,20090630,91.7537000,-0.001080
029218,20090701,91.7537000,0.000000
029218,20090702,91.7537000,0.000000
029218,20090706,90.7657000,-0.010768
029218,20090707,90.7156000,-0.000552
029218,20090708,90.1255000,-0.006505
029218,20090709,89.5108000,-0.006820
029218,20090710,89.6326000,0.001361
029218,20090713,89.1878000,-0.004962
029218,20090714,90.7824000,0.017879
029218,20090715,92.0823000,0.014319
029218,20090716,91.7868000,-0.003209
029218,20090717,92.0312000,0.002663
029218,20090720,93.5256000,0.016238
029218,20090721,93.0336000,-0.005261
029218,20090722,93.0817000,0.000517
029218,20090723,93.2525000,0.001835
029218,20090724,93.3987000,0.001568
029218,20090727,93.7393000,0.003647
029218,20090728,92.6828000,-0.011271
029218,20090729,91.3808000,-0.014048
029218,20090730,91.5271000,0.001601
029218,20090731,92.1643000,0.006962
029218,20090803,94.1987000,0.022074
029218,20090804,94.2713000,0.000771
029218,20090805,94.2702000,-0.000012
029218,20090806,94.6129000,0.003635
029218,20090807,93.8263000,-0.008314
029218,20090810,92.7432000,-0.011544
029218,20090811,92.5213000,-0.002393
029218,20090812,92.9620000,0.004763
029218,20090813,93.5744000,0.006588
029218,20090814,93.5734000,-0.000011
029218,20090817,91.5336000,-0.021799
029218,20090818,91.7535000,0.002402
029218,20090819,92.5377000,0.008547
029218,20090820,92.2913000,-0.002663
029218,20090821,93.4681000,0.012751
029218,20090824,93.3669000,-0.001083
029218,20090825,93.2677000,-0.001062
029218,20090826,92.2852000,-0.010534
029218,20090827,92.5295000,0.002647
029218,20090828,93.7555000,0.013250
029218,20090831,93.7524000,-0.000033
029218,20090901,93.7023000,-0.000534
029218,20090902,94.6583000,0.010203
029218,20090903,96.4486000,0.018913
029218,20090904,97.0365000,0.006095
029218,20090908,98.1851000,0.011837
029218,20090909,98.0614000,-0.001260
029218,20090910,97.2018000,-0.008766
029218,20090911,98.9178000,0.017654
029218,20090914,98.0315000,-0.008960
029218,20090915,97.7115000,-0.003264
029218,20090916,99.6483000,0.019822
029218,20090917,99.9171000,0.002697
029218,20090918,99.2782000,-0.006394
029218,20090921,97.8031000,-0.014858
029218,20090922,99.4701000,0.017044
029218,20090923,99.1010000,-0.003711
029218,20090924,99.0509000,-0.000506
029218,20090925,97.2591000,-0.018090
029218,20090928,97.2804000,0.000219
029218,20090929,97.0586000,-0.002280
029218,20090930,97.6708000,0.006308
029218,20091001,98.5528000,0.009030
029218,20091002,98.4291000,-0.001255
029218,20091005,98.6221000,0.001961
029218,20091006,101.8835000,0.033070
029218,20091007,102.0296000,0.001434
029218,20091008,102.4944000,0.004556
029218,20091009,103.1308000,0.006209
029218,20091012,103.8386000,0.006863
029218,20091013,103.7148000,-0.001192
029218,20091014,103.9099000,0.001881
029218,20091015,103.3202000,-0.005675
029218,20091016,102.7305000,-0.005707
029218,20091019,103.0214000,0.002832
029218,20091020,104.1238000,0.010701
029218,20091021,103.3379000,-0.007548
029218,20091022,103.2632000,-0.000723
029218,20091023,104.1204000,0.008301
029218,20091026,103.3600000,-0.007303
029218,20091027,104.1204000,0.007357
029218,20091028,101.1720000,-0.028317
029218,20091029,102.0292000,0.008473
029218,20091030,101.9791000,-0.000491
029218,20091102,104.1337000,0.021128
029218,20091103,104.0344000,-0.000954
029218,20091104,106.8779000,0.027332
029218,20091105,106.7786000,-0.000929
029218,20091106,107.5374000,0.007106
029218,20091109,108.5144000,0.009085
029218,20091110,107.9984000,-0.004755
029218,20091111,109.3455000,0.012473
029218,20091112,109.2953000,-0.000459
029218,20091113,108.2400000,-0.009655
029218,20091116,110.7859000,0.023521
029218,20091117,111.2505000,0.004194
029218,20091118,112.6466000,0.012549
029218,20091119,111.3216000,-0.011762
029218,20091120,111.7616000,0.003953
029218,20091123,114.6506000,0.025850
029218,20091124,114.0365000,-0.005356
029218,20091125,115.6532000,0.014177
029218,20091127,114.3514000,-0.011256
029218,20091130,115.2547000,0.007899
029218,20091201,116.8959000,0.014240
029218,20091202,118.8557000,0.016765
029218,20091203,118.4867000,-0.003105
029218,20091204,116.6719000,-0.015316
029218,20091207,111.9872000,-0.040153
029218,20091208,112.4026000,0.003709
029218,20091209,111.8377000,-0.005026
029218,20091210,110.6111000,-0.010968
029218,20091211,110.1688000,-0.003999
029218,20091214,110.1407000,-0.000255
029218,20091215,109.9679000,-0.001569
029218,20091216,111.4861000,0.013806
029218,20091217,109.4754000,-0.018035
029218,20091218,108.2488000,-0.011204
029218,20091221,108.3433000,0.000873
029218,20091222,106.2345000,-0.019464
029218,20091223,106.3559000,0.001143
029218,20091224,108.2417000,0.017731
029218,20091228,108.2370000,-0.000043
029218,20091229,108.3828000,0.001347
029218,20091230,106.5681000,-0.016743
029218,20091231,108.1844000,0.015167
029218,20100104,109.8952000,0.015814
029218,20100105,110.0655000,0.001550
029218,20100106,110.7260000,0.006001
029218,20100107,110.7493000,0.000210
029218,20100108,110.4051000,-0.003108
029218,20100111,112.9739000,0.023267
029218,20100112,112.8011000,-0.001530
029218,20100113,110.4480000,-0.020861
029218,20100114,111.5247000,0.009748
029218,20100115,110.5190000,-0.009018
029218,20100119,111.0042000,0.004390
029218,20100120,109.7535000,-0.011267
029218,20100121,108.5764000,-0.010725
029218,20100122,106.1988000,-0.021898
029218,20100125,107.2977000,0.010348
029218,20100126,107.1006000,-0.001837
029218,20100127,107.2464000,0.001361
029218,20100128,106.5837000,-0.006179
029218,20100129,105.6516000,-0.008745
029218,20100201,106.4321000,0.007387
029218,20100202,108.8318000,0.022547
029218,20100203,109.2471000,0.003816
029218,20100204,106.1111000,-0.028706
029218,20100205,103.6363000,-0.023323
029218,20100208,104.2207000,0.005639
029218,20100209,104.9298000,0.006804
029218,20100210,104.7572000,-0.001645
029218,20100211,105.4173000,0.006301
029218,20100212,105.9795000,0.005333
029218,20100216,109.2321000,0.030691
029218,20100217,109.5983000,0.003352
029218,20100218,109.4991000,-0.000905
029218,20100219,108.9836000,-0.004708
029218,20100222,109.2249000,0.002214
029218,20100223,108.4155000,-0.007410
029218,20100224,108.0225000,-0.003625
029218,20100225,107.1886000,-0.007720
029218,20100226,108.5344000,0.012555
029218,20100301,109.0941000,0.005157
029218,20100302,110.3175000,0.011214
029218,20100303,111.2959000,0.008869
029218,20100304,111.0988000,-0.001771
029218,20100305,111.1466000,0.000430
029218,20100308,110.2370000,-0.008184
029218,20100309,109.2564000,-0.008895
029218,20100310,109.7204000,0.004247
029218,20100311,108.1033000,-0.014738
029218,20100312,108.3225000,0.002028
029218,20100315,108.1230000,-0.001842
029218,20100316,110.1295000,0.018558
029218,20100317,109.8345000,-0.002679
029218,20100318,109.9313000,0.000881
029218,20100319,108.2407000,-0.015379
029218,20100322,107.4291000,-0.007498
029218,20100323,107.8442000,0.003864
029218,20100324,106.7902000,-0.009773
029218,20100325,107.0094000,0.002053
029218,20100326,107.3510000,0.003192
029218,20100329,108.4247000,0.010002
029218,20100330,108.3746000,-0.000462
029218,20100331,109.2058000,0.007670
029218,20100401,109.9881000,0.007164
029218,20100405,109.9833000,-0.000044
029218,20100406,110.8880000,0.008226
029218,20100407,111.7927000,0.008159
029218,20100408,112.3791000,0.005245
029218,20100409,112.8185000,0.003910
029218,20100412,113.4267000,0.005391
029218,20100413,112.3974000,-0.009075
029218,20100414,112.9347000,0.004780
029218,20100415,113.0068000,0.000638
029218,20100416,112.7119000,-0.002610
029218,20100419,111.2151000,-0.013280
029218,20100420,112.0461000,0.007472
029218,20100421,111.8735000,-0.001540
029218,20100422,110.9667000,-0.008106
029218,20100423,111.5284000,0.005062
029218,20100426,112.9933000,0.013135
029218,20100427,112.5026000,-0.004343
029218,20100428,113.6273000,0.009997
029218,20100429,114.1890000,0.004943
029218,20100430,115.4115000,0.010706
029218,20100503,115.4077000,-0.000033
029218,20100504,115.9694000,0.004867
029218,20100505,114.0101000,-0.016895
029218,20100506,115.9914000,0.017378
029218,20100507,117.6545000,0.014338
029218,20100510,117.0878000,-0.004817
029218,20100511,119.6313000,0.021723
029218,20100512,121.0982000,0.012262
029218,20100513,121.0968000,-0.000012
029218,20100514,120.9976000,-0.000819
029218,20100517,120.9447000,-0.000437
029218,20100518,119.0593000,-0.015589
029218,20100519,116.9292000,-0.017891
029218,20100520,116.6343000,-0.002522
029218,20100521,115.4340000,-0.010291
029218,20100524,116.1398000,0.006114
029218,20100525,117.2396000,0.009470
029218,20100526,118.5841000,0.011468
029218,20100527,118.4849000,-0.000837
029218,20100528,118.1411000,-0.002902
029218,20100601,120.1179000,0.016733
029218,20100602,118.8686000,-0.010401
029218,20100603,118.8673000,-0.000011
029218,20100604,117.7405000,-0.009479
029218,20100607,118.8618000,0.009523
029218,20100608,121.8936000,0.025507
029218,20100609,120.6692000,-0.010045
029218,20100610,119.1024000,-0.012984
029218,20100611,119.3457000,0.002043
029218,20100614,119.7087000,0.003042
029218,20100615,119.8297000,0.001011
029218,20100616,120.7579000,0.007746
029218,20100617,121.7839000,0.008496
029218,20100618,122.8588000,0.008826
029218,20100621,122.7080000,-0.001227
029218,20100622,120.8966000,-0.014762
029218,20100623,119.9658000,-0.007699
029218,20100624,120.9184000,0.007941
029218,20100625,122.6537000,0.014351
029218,20100628,123.3346000,0.005551
029218,20100629,120.7405000,-0.021033
029218,20100630,121.6686000,0.007687
029218,20100701,120.6889000,-0.008052
029218,20100702,117.5078000,-0.026358
029218,20100706,116.8667000,-0.005456
029218,20100707,116.6942000,-0.001476
029218,20100708,116.7173000,0.000198
029218,20100709,118.2076000,0.012768
029218,20100712,117.8859000,-0.002721
029218,20100713,118.9115000,0.008700
029218,20100714,118.0300000,-0.007413
029218,20100715,118.1265000,0.000818
029218,20100716,116.2913000,-0.015536
029218,20100719,115.4806000,-0.006971
029218,20100720,115.6749000,0.001683
029218,20100721,116.5050000,0.007176
029218,20100722,117.2862000,0.006705
029218,20100723,116.4046000,-0.007517
029218,20100726,115.7162000,-0.005914
029218,20100727,114.1989000,-0.013112
029218,20100728,113.1217000,-0.009433
029218,20100729,113.6585000,0.004745
029218,20100730,114.2930000,0.005583
029218,20100802,116.1965000,0.016655
029218,20100803,116.0974000,-0.000853
029218,20100804,117.2698000,0.010098
029218,20100805,116.5841000,-0.005847
029218,20100806,118.0739000,0.012779
029218,20100809,117.6056000,-0.003966
029218,20100810,116.5776000,-0.008741
029218,20100811,117.8474000,0.010892
029218,20100812,118.5794000,0.006211
029218,20100813,118.7004000,0.001020
029218,20100816,119.6009000,0.007586
029218,20100817,119.8440000,0.002033
029218,20100818,119.0605000,-0.006538
029218,20100819,120.5747000,0.012718
029218,20100820,119.5956000,-0.008120
029218,20100823,119.8361000,0.002011
029218,20100824,119.4437000,-0.003274
029218,20100825,120.9579000,0.012677
029218,20100826,120.9077000,-0.000415
029218,20100827,120.7108000,-0.001629
029218,20100830,120.7069000,-0.000032
029218,20100831,121.7810000,0.008898
029218,20100901,121.8286000,0.000391
029218,20100902,122.0228000,0.001594
029218,20100903,121.2393000,-0.006421
029218,20100907,122.8222000,0.013056
029218,20100908,122.6498000,-0.001404
029218,20100909,122.6485000,-0.000011
029218,20100910,121.8163000,-0.006785
029218,20100913,121.5436000,-0.002239
029218,20100914,123.6680000,0.017479
029218,20100915,123.8133000,0.001175
029218,20100916,124.3495000,0.004331
029218,20100917,124.4948000,0.001168
029218,20100920,125.0038000,0.004089
029218,20100921,124.5870000,-0.003334
029218,20100922,126.3938000,0.014502
029218,20100923,126.1237000,-0.002137
029218,20100924,126.7331000,0.004832
029218,20100927,126.7290000,-0.000032
029218,20100928,126.4344000,-0.002325
029218,20100929,127.7525000,0.010425
029218,20100930,127.7022000,-0.000394
029218,20101001,128.6049000,0.007069
029218,20101004,128.3319000,-0.002123
029218,20101005,129.9915000,0.012932
029218,20101006,131.5533000,0.012015
029218,20101007,131.4053000,-0.001125
029218,20101008,131.0619000,-0.002613
029218,20101011,132.0347000,0.007422
029218,20101012,131.7401000,-0.002231
029218,20101013,133.3997000,0.012598
029218,20101014,134.1554000,0.005665
029218,20101015,133.5922000,-0.004198
029218,20101018,133.5633000,-0.000216
029218,20101019,130.8017000,-0.020676
029218,20101020,130.8002000,-0.000011
029218,20101021,131.2385000,0.003351
029218,20101022,129.1852000,-0.015646
029218,20101025,130.6466000,0.011312
029218,20101026,129.8635000,-0.005994
029218,20101027,129.3735000,-0.003773
029218,20101028,130.2515000,0.006787
029218,20101029,131.5446000,0.009928
029218,20101101,132.2975000,0.005724
029218,20101102,131.9541000,-0.002596
029218,20101103,131.4153000,-0.004083
029218,20101104,134.8824000,0.026383
029218,20101105,136.2977000,0.010493
029218,20101108,135.6095000,-0.005049
029218,20101109,138.7824000,0.023397
029218,20101110,135.8018000,-0.021477
029218,20101111,136.5817000,0.005743
029218,20101112,135.6035000,-0.007162
029218,20101115,133.6456000,-0.014438
029218,20101116,131.7394000,-0.014263
029218,20101117,130.6147000,-0.008537
029218,20101118,131.8587000,0.009524
029218,20101119,131.1002000,-0.005752
029218,20101122,132.4634000,0.010398
029218,20101123,134.5131000,0.015474
029218,20101124,134.0232000,-0.003642
029218,20101126,132.3110000,-0.012775
029218,20101129,132.5020000,0.001444
029218,20101130,135.0889000,0.019523
029218,20101201,135.2828000,0.001435
029218,20101202,135.6232000,0.002516
029218,20101203,137.0379000,0.010431
029218,20101206,138.1807000,0.008339
029218,20101207,138.6430000,0.003346
029218,20101208,135.2728000,-0.024308
029218,20101209,135.8328000,0.004140
029218,20101210,134.2690000,-0.011513
029218,20101213,136.5836000,0.017239
029218,20101214,136.1427000,-0.003228
029218,20101215,135.5798000,-0.004135
029218,20101216,133.0640000,-0.018556
029218,20101217,133.5996000,0.004025
029218,20101220,134.7181000,0.008372
029218,20101221,135.0095000,0.002163
029218,20101222,135.3986000,0.002882
029218,20101223,134.0790000,-0.009746
029218,20101227,134.7566000,0.005054
029218,20101228,134.7551000,-0.000011
029218,20101229,137.8782000,0.023176
029218,20101230,137.1932000,-0.004968
029218,20101231,137.6555000,0.003370
029218,20110103,137.6510000,-0.000033
029218,20110104,135.5257000,-0.015440
029218,20110105,133.5225000,-0.014781
029218,20110106,133.5699000,0.000355
029218,20110107,133.4220000,-0.001107
029218,20110110,133.5396000,0.000881
029218,20110111,134.0994000,0.004192
029218,20110112,134.5616000,0.003447
029218,20110113,134.8285000,0.001983
029218,20110114,133.4117000,-0.010508
029218,20110118,133.6499000,0.001785
029218,20110119,133.8925000,0.001815
029218,20110120,131.3044000,-0.019330
029218,20110121,131.1077000,-0.001498
029218,20110124,131.0546000,-0.000405
029218,20110125,129.1986000,-0.014162
029218,20110126,129.5876000,0.003011
029218,20110127,130.2207000,0.004885
029218,20110128,128.7063000,-0.011629
029218,20110131,129.4829000,0.006034
029218,20110201,129.9208000,0.003382
029218,20110202,130.4562000,0.004121
029218,20110203,129.5763000,-0.006745
029218,20110204,132.2103000,0.020328
029218,20110207,131.4741000,-0.005568
029218,20110208,133.0339000,0.011864
029218,20110209,133.1788000,0.001089
029218,20110210,132.0308000,-0.008620
029218,20110211,133.0783000,0.007934
029218,20110214,133.1715000,0.000700
029218,20110215,133.9263000,0.005668
029218,20110216,133.7785000,-0.001104
029218,20110217,134.5332000,0.005641
029218,20110218,134.9708000,0.003253
029218,20110222,136.6725000,0.012608
029218,20110223,137.4760000,0.005879
029218,20110224,137.6940000,0.001586
029218,20110225,136.8143000,-0.006389
029218,20110228,137.6392000,0.006029
029218,20110301,138.5891000,0.006901
029218,20110302,140.0269000,0.010375
029218,20110303,138.6592000,-0.009767
029218,20110304,139.1942000,0.003858
029218,20110307,140.2139000,0.007326
029218,20110308,139.1150000,-0.007837
029218,20110309,139.5768000,0.003320
029218,20110310,137.8438000,-0.012416
029218,20110311,137.6716000,-0.001249
029218,20110314,138.7157000,0.007584
029218,20110315,136.5925000,-0.015306
029218,20110316,136.7373000,0.001060
029218,20110317,136.9065000,0.001237
029218,20110318,138.4902000,0.011568
029218,20110321,139.6562000,0.008419
029218,20110322,139.0694000,-0.004202
029218,20110323,140.3848000,0.009459
029218,20110324,141.1149000,0.005201
029218,20110325,140.0403000,-0.007615
029218,20110328,138.1822000,-0.013268
029218,20110329,138.2295000,0.000342
029218,20110330,139.0084000,0.005635
029218,20110331,140.3238000,0.009463
029218,20110401,138.2737000,-0.014610
029218,20110404,139.9763000,0.012313
029218,20110405,139.7796000,-0.001405
029218,20110406,142.5095000,0.019530
029218,20110407,142.3128000,-0.001380
029218,20110408,143.2864000,0.006841
029218,20110411,143.1355000,-0.001053
029218,20110412,141.4273000,-0.011934
029218,20110413,142.1084000,0.004816
029218,20110414,142.9114000,0.005651
029218,20110415,143.9825000,0.007495
029218,20110418,145.5624000,0.010973
029218,20110419,145.3170000,-0.001686
029218,20110420,146.3394000,0.007036
029218,20110421,146.6303000,0.001988
029218,20110425,146.6239000,-0.000044
029218,20110426,145.9884000,-0.004334
029218,20110427,147.3033000,0.009007
029218,20110428,149.6909000,0.016209
029218,20110429,149.6893000,-0.000011
029218,20110502,149.6844000,-0.000033
029218,20110503,150.1459000,0.003083
029218,20110504,150.2174000,0.000476
029218,20110505,147.2902000,-0.019486
029218,20110506,144.8994000,-0.016232
029218,20110509,146.4062000,0.010399
029218,20110510,147.5257000,0.007647
029218,20110511,146.9879000,-0.003645
029218,20110512,145.1828000,-0.012281
029218,20110513,146.7653000,0.010900
029218,20110516,146.2731000,-0.003354
029218,20110517,144.1024000,-0.014840
029218,20110518,145.8556000,0.012166
029218,20110519,145.5128000,-0.002350
029218,20110520,145.2918000,-0.001519
029218,20110523,147.2124000,0.013219
029218,20110524,148.8193000,0.010916
029218,20110525,148.7446000,-0.000502
029218,20110526,147.9874000,-0.005091
029218,20110527,149.3993000,0.009541
029218,20110531,149.7340000,0.002240
029218,20110601,149.4643000,-0.001801
029218,20110602,150.0232000,0.003739
029218,20110603,150.0703000,0.000314
029218,20110606,150.9427000,0.005813
029218,20110607,150.5511000,-0.002594
029218,20110608,149.8427000,-0.004705
029218,20110609,149.8411000,-0.000011
029218,20110610,149.0110000,-0.005540
029218,20110613,148.7138000,-0.001994
029218,20110614,147.7132000,-0.006728
029218,20110615,149.0516000,0.009061
029218,20110616,148.4165000,-0.004261
029218,20110617,149.8036000,0.009346
029218,20110620,150.4322000,0.004196
029218,20110621,150.5036000,0.000475
029218,20110622,151.2572000,0.005007
029218,20110623,148.3807000,-0.019017
029218,20110624,147.5750000,-0.005430
029218,20110627,145.9378000,-0.011094
029218,20110628,146.0337000,0.000657
029218,20110629,146.5437000,0.003492
029218,20110630,146.6639000,0.000820
029218,20110701,144.4696000,-0.014961
029218,20110705,147.0945000,0.018169
029218,20110706,148.7740000,0.011418
029218,20110707,148.7967000,0.000153
029218,20110708,150.1595000,0.009159
029218,20110711,151.5185000,0.009050
029218,20110712,151.0297000,-0.003226
029218,20110713,153.8046000,0.018373
029218,20110714,154.9233000,0.007274
029218,20110715,154.5806000,-0.002212
029218,20110718,155.7446000,0.007530
029218,20110719,155.9377000,0.001240
029218,20110720,154.4747000,-0.009382
029218,20110721,155.9343000,0.009449
029218,20110722,156.0300000,0.000614
029218,20110725,157.1452000,0.007147
029218,20110726,157.0705000,-0.000475
029218,20110727,158.2622000,0.007587
029218,20110728,157.1401000,-0.007090
029218,20110729,158.5997000,0.009289
029218,20110801,158.0586000,-0.003412
029218,20110802,159.4939000,0.009081
029218,20110803,162.5609000,0.019230
029218,20110804,163.5577000,0.006132
029218,20110805,161.5344000,-0.012371
029218,20110808,164.8658000,0.020623
029218,20110809,169.0530000,0.025398
029218,20110810,172.5583000,0.020735
029218,20110811,171.3877000,-0.006784
029218,20110812,169.0484000,-0.013649
029218,20110815,169.3351000,0.001696
029218,20110816,173.5698000,0.025008
029218,20110817,174.2983000,0.004197
029218,20110818,177.6078000,0.018988
029218,20110819,179.9432000,0.013149
029218,20110822,182.8104000,0.015934
029218,20110823,182.6623000,-0.000810
029218,20110824,171.6300000,-0.060397
029218,20110825,168.3416000,-0.019160
029218,20110826,174.0860000,0.034123
029218,20110829,174.0803000,-0.000033
029218,20110830,177.6819000,0.020689
029218,20110831,176.5600000,-0.006314
029218,20110901,177.2885000,0.004126
029218,20110902,182.5701000,0.029791
029218,20110906,184.4856000,0.010492
029218,20110907,176.2052000,-0.044884
029218,20110908,180.5859000,0.024861
029218,20110909,180.1944000,-0.002168
029218,20110912,178.5333000,-0.009218
029218,20110913,177.1683000,-0.007646
029218,20110914,177.0203000,-0.000835
029218,20110915,173.4646000,-0.020086
029218,20110916,174.6310000,0.006724
029218,20110919,174.6253000,-0.000033
029218,20110920,175.1102000,0.002777
029218,20110921,174.5241000,-0.003347
029218,20110922,167.6095000,-0.039620
029218,20110923,164.3947000,-0.019180
029218,20110926,155.5293000,-0.053928
029218,20110927,161.4667000,0.038175
029218,20110928,159.9071000,-0.009659
029218,20110929,156.9845000,-0.018277
029218,20110930,157.6643000,0.004330
029218,20111003,161.1155000,0.021890
029218,20111004,159.4099000,-0.010586
029218,20111005,157.3635000,-0.012837
029218,20111006,159.1144000,0.011126
029218,20111007,160.7678000,0.010391
029218,20111010,161.6388000,0.005418
029218,20111011,161.8317000,0.001193
029218,20111012,163.6799000,0.011421
029218,20111013,161.1466000,-0.015477
029218,20111014,163.2860000,0.013276
029218,20111017,163.6700000,0.002352
029218,20111018,158.7046000,-0.030338
029218,20111019,160.7954000,0.013174
029218,20111020,157.6305000,-0.019683
029218,20111021,159.8186000,0.013881
029218,20111024,160.7380000,0.005753
029218,20111025,161.1255000,0.002411
029218,20111026,166.8659000,0.035627
029218,20111027,167.1561000,0.001739
029218,20111028,169.3927000,0.013380
029218,20111031,167.5380000,-0.010949
029218,20111101,165.2977000,-0.013372
029218,20111102,169.5782000,0.025896
029218,20111103,171.0362000,0.008598
029218,20111104,170.1584000,-0.005132
029218,20111107,173.3645000,0.018842
029218,20111108,174.6278000,0.007287
029218,20111109,173.5554000,-0.006141
029218,20111110,174.6278000,0.006179
029218,20111111,174.6278000,0.000000
029218,20111114,172.7674000,-0.010654
029218,20111115,173.6411000,0.005057
029218,20111116,170.8177000,-0.016260
029218,20111117,169.5024000,-0.007700
029218,20111118,167.2141000,-0.013500
029218,20111121,165.5546000,-0.009924
029218,20111122,165.2609000,-0.001774
029218,20111123,163.5078000,-0.010608
029218,20111125,164.2340000,0.004441
029218,20111128,166.7096000,0.015074
029218,20111129,166.9996000,0.001740
029218,20111130,169.8193000,0.016884
029218,20111201,170.4012000,0.003427
029218,20111202,169.9129000,-0.002866
029218,20111205,169.6154000,-0.001751
029218,20111206,166.1110000,-0.020661
029218,20111207,168.7848000,0.016096
029218,20111208,166.7884000,-0.011828
029218,20111209,166.2028000,-0.003511
029218,20111212,161.3829000,-0.029000
029218,20111213,162.6455000,0.007824
029218,20111214,155.8840000,-0.041572
029218,20111215,153.0616000,-0.018106
029218,20111216,155.0052000,0.012698
029218,20111219,155.3892000,0.002477
029218,20111220,156.8951000,0.009691
029218,20111221,156.3584000,-0.003421
029218,20111222,156.2108000,-0.000944
029218,20111223,156.3064000,0.000612
029218,20111227,156.2995000,-0.000044
029218,20111228,152.7477000,-0.022724
